"","value","variable","management"
"109",0.31577773102426,"modularity","organic"
"110",0.327499111946006,"modularity","organic"
"111",0.320537360941591,"modularity","organic"
"112",0.32424876729655,"modularity","organic"
"113",0.31570071779619,"modularity","organic"
"114",0.327184962889971,"modularity","organic"
"115",0.328129235683135,"modularity","organic"
"116",0.315194611084949,"modularity","organic"
"117",0.329308136224833,"modularity","organic"
"118",0.330000992543626,"modularity","organic"
"119",0.322607002762298,"modularity","organic"
"120",0.326605367095674,"modularity","organic"
"121",0.331233529705036,"modularity","organic"
"122",0.338321514964956,"modularity","organic"
"123",0.326459848758804,"modularity","organic"
"124",0.322875803963305,"modularity","organic"
"125",0.317294524356493,"modularity","organic"
"126",0.335821472402762,"modularity","organic"
"127",0.315730742733937,"modularity","organic"
"128",0.323077685950413,"modularity","organic"
"129",0.326188400284933,"modularity","organic"
"130",0.326767883682689,"modularity","organic"
"131",0.322123910680574,"modularity","organic"
"132",0.325842053547855,"modularity","organic"
"133",0.328440859543758,"modularity","organic"
"134",0.332871697246519,"modularity","organic"
"135",0.33231521963357,"modularity","organic"
"136",0.331459546107179,"modularity","organic"
"137",0.326924148085721,"modularity","organic"
"138",0.337927961060032,"modularity","organic"
"139",0.345995941468033,"modularity","organic"
"140",0.338686105149462,"modularity","organic"
"141",0.313336241489539,"modularity","organic"
"142",0.317016419793482,"modularity","organic"
"143",0.327511596837638,"modularity","organic"
"144",0.329974750918286,"modularity","organic"
"145",0.32435967223901,"modularity","organic"
"146",0.324609036881299,"modularity","organic"
"147",0.328856447568788,"modularity","organic"
"148",0.311964300889898,"modularity","organic"
"149",0.336793623347049,"modularity","organic"
"150",0.330374397417656,"modularity","organic"
"151",0.339459539998778,"modularity","organic"
"152",0.323609141986977,"modularity","organic"
"153",0.322294606030884,"modularity","organic"
"154",0.323218861124747,"modularity","organic"
"155",0.333612772390644,"modularity","organic"
"156",0.31513240081642,"modularity","organic"
"157",0.34018966811149,"modularity","organic"
"158",0.336997355472626,"modularity","organic"
"159",0.326131954882388,"modularity","organic"
"160",0.3239600019075,"modularity","organic"
"161",0.327485019486176,"modularity","organic"
"162",0.319090316622447,"modularity","organic"
"163",0.327480835780427,"modularity","organic"
"164",0.313631846933487,"modularity","organic"
"165",0.331212746125036,"modularity","organic"
"166",0.329864686103038,"modularity","organic"
"167",0.335191753452885,"modularity","organic"
"168",0.331504178172303,"modularity","organic"
"169",0.339125877693371,"modularity","organic"
"170",0.338067189902351,"modularity","organic"
"171",0.328051455693493,"modularity","organic"
"172",0.320831055816394,"modularity","organic"
"173",0.332094120457463,"modularity","organic"
"174",0.324984247006932,"modularity","organic"
"175",0.318474809944463,"modularity","organic"
"176",0.337663988121233,"modularity","organic"
"177",0.332306624021547,"modularity","organic"
"178",0.330143876703405,"modularity","organic"
"179",0.326361902442984,"modularity","organic"
"180",0.331461844938038,"modularity","organic"
"181",0.332475492690507,"modularity","organic"
"182",0.324837611695046,"modularity","organic"
"183",0.33710566893424,"modularity","organic"
"184",0.33626773852657,"modularity","organic"
"185",0.322890226563985,"modularity","organic"
"186",0.334139237861224,"modularity","organic"
"187",0.320702023522536,"modularity","organic"
"188",0.322148789424474,"modularity","organic"
"189",0.332032124702131,"modularity","organic"
"190",0.324323955224812,"modularity","organic"
"191",0.338255696558785,"modularity","organic"
"192",0.31527119776482,"modularity","organic"
"193",0.345816146792879,"modularity","organic"
"194",0.328344957644096,"modularity","organic"
"195",0.32938998466171,"modularity","organic"
"196",0.340473057225464,"modularity","organic"
"197",0.332198093506704,"modularity","organic"
"198",0.333428487030306,"modularity","organic"
"199",0.340425969782551,"modularity","organic"
"200",0.31915733416869,"modularity","organic"
"201",0.319301540382291,"modularity","organic"
"202",0.315679919742648,"modularity","organic"
"203",0.324564178870702,"modularity","organic"
"204",0.333955248372191,"modularity","organic"
"205",0.334972120477662,"modularity","organic"
"206",0.31194814104021,"modularity","organic"
"207",0.322886801468739,"modularity","organic"
"208",0.323535085663946,"modularity","organic"
"209",0.322693853039638,"modularity","organic"
"210",0.341608879437306,"modularity","organic"
"211",0.334698292071195,"modularity","organic"
"212",0.314047328353921,"modularity","organic"
"213",0.325302941252039,"modularity","organic"
"214",0.327415502399529,"modularity","organic"
"215",0.314484126984127,"modularity","organic"
"216",0.326503624770722,"modularity","organic"
"217",0.313091179181544,"modularity","organic"
"218",0.328749432098765,"modularity","organic"
"219",0.338896582723428,"modularity","organic"
"220",0.332790483405336,"modularity","organic"
"221",0.321859726892096,"modularity","organic"
"222",0.349311832173316,"modularity","organic"
"223",0.328046440647915,"modularity","organic"
"224",0.32531355032576,"modularity","organic"
"225",0.31016817255045,"modularity","organic"
"226",0.315319685826812,"modularity","organic"
"227",0.332743798746022,"modularity","organic"
"228",0.336745951827422,"modularity","organic"
"229",0.320046355941753,"modularity","organic"
"230",0.314139715260258,"modularity","organic"
"231",0.344892413107742,"modularity","organic"
"232",0.330873599706969,"modularity","organic"
"233",0.339461932709808,"modularity","organic"
"234",0.32942253171097,"modularity","organic"
"235",0.328957726881602,"modularity","organic"
"236",0.33155687617938,"modularity","organic"
"237",0.324942473998561,"modularity","organic"
"238",0.32732154710947,"modularity","organic"
"239",0.322910737225846,"modularity","organic"
"240",0.31616176900961,"modularity","organic"
"241",0.341928192590619,"modularity","organic"
"242",0.34499043980564,"modularity","organic"
"243",0.332283180345048,"modularity","organic"
"244",0.335375149990423,"modularity","organic"
"245",0.329667966866673,"modularity","organic"
"246",0.34154262204142,"modularity","organic"
"247",0.32300962365398,"modularity","organic"
"248",0.331482341105533,"modularity","organic"
"249",0.327192156083983,"modularity","organic"
"250",0.32257043355737,"modularity","organic"
"251",0.324851539602203,"modularity","organic"
"252",0.338686320100391,"modularity","organic"
"253",0.329240311960072,"modularity","organic"
"254",0.346248904686529,"modularity","organic"
"255",0.323655125816424,"modularity","organic"
"256",0.320094149500543,"modularity","organic"
"257",0.327087217972033,"modularity","organic"
"258",0.335190698572266,"modularity","organic"
"259",0.323582610913592,"modularity","organic"
"260",0.339009366189609,"modularity","organic"
"261",0.327413606169619,"modularity","organic"
"262",0.329951843501153,"modularity","organic"
"263",0.334684466776943,"modularity","organic"
"264",0.324578362145929,"modularity","organic"
"265",0.314602434330522,"modularity","organic"
"266",0.32740238675378,"modularity","organic"
"267",0.334593389853788,"modularity","organic"
"268",0.31616834363933,"modularity","organic"
"269",0.334301040677709,"modularity","organic"
"270",0.318917642672013,"modularity","organic"
"271",0.329639793447624,"modularity","organic"
"272",0.310566967731859,"modularity","organic"
"273",0.331444615912208,"modularity","organic"
"274",0.326642910939247,"modularity","organic"
"275",0.320842616147385,"modularity","organic"
"276",0.328751431359489,"modularity","organic"
"277",0.330577329123851,"modularity","organic"
"278",0.331916957734364,"modularity","organic"
"279",0.324016994878077,"modularity","organic"
"280",0.305486374943339,"modularity","organic"
"281",0.325358595228725,"modularity","organic"
"282",0.3378548404543,"modularity","organic"
"283",0.310757695744727,"modularity","organic"
"284",0.343447106555877,"modularity","organic"
"285",0.327115075310477,"modularity","organic"
"286",0.320386748117711,"modularity","organic"
"287",0.3210281848476,"modularity","organic"
"288",0.315538328601788,"modularity","organic"
"289",0.315801756774455,"modularity","organic"
"290",0.326289396004715,"modularity","organic"
"291",0.319210778061224,"modularity","organic"
"292",0.306501375414227,"modularity","organic"
"293",0.335628311526817,"modularity","organic"
"294",0.327565940152536,"modularity","organic"
"295",0.318303426812902,"modularity","organic"
"296",0.331013251951548,"modularity","organic"
"297",0.327968261491549,"modularity","organic"
"298",0.330905319043398,"modularity","organic"
"299",0.322375769834561,"modularity","organic"
"300",0.34589418634153,"modularity","organic"
"301",0.31435568845009,"modularity","organic"
"302",0.319278079870592,"modularity","organic"
"303",0.32931927297668,"modularity","organic"
"304",0.318656242619793,"modularity","organic"
"305",0.316327225775013,"modularity","organic"
"306",0.316939377725633,"modularity","organic"
"307",0.331910015630596,"modularity","organic"
"308",0.319910251429542,"modularity","organic"
"309",0.321934752936387,"modularity","organic"
"310",0.307312178402584,"modularity","organic"
"311",0.31803530741856,"modularity","organic"
"312",0.336790033755164,"modularity","organic"
"313",0.328946324757612,"modularity","organic"
"314",0.331653204240087,"modularity","organic"
"315",0.340552860147325,"modularity","organic"
"316",0.328472879814787,"modularity","organic"
"317",0.319381165189473,"modularity","organic"
"318",0.319562580002607,"modularity","organic"
"319",0.347733267515101,"modularity","organic"
"320",0.325081435366663,"modularity","organic"
"321",0.3264340310619,"modularity","organic"
"322",0.327082797996403,"modularity","organic"
"323",0.320913703581019,"modularity","organic"
"324",0.318145975308642,"modularity","organic"
"325",0.332162395482147,"modularity","organic"
"326",0.329789696186759,"modularity","organic"
"327",0.341025159680411,"modularity","organic"
"328",0.318484995261054,"modularity","organic"
"329",0.332148878539545,"modularity","organic"
"330",0.330222812501872,"modularity","organic"
"331",0.328334669227899,"modularity","organic"
"332",0.337198115696518,"modularity","organic"
"333",0.334070532027082,"modularity","organic"
"334",0.333320044581619,"modularity","organic"
"335",0.3398226827607,"modularity","organic"
"336",0.330458544434388,"modularity","organic"
"337",0.33637460535169,"modularity","organic"
"338",0.327819269890116,"modularity","organic"
"339",0.323913086419753,"modularity","organic"
"340",0.324131243007289,"modularity","organic"
"341",0.322918043249132,"modularity","organic"
"342",0.326882172536605,"modularity","organic"
"343",0.318125557990423,"modularity","organic"
"344",0.318617717003567,"modularity","organic"
"345",0.336408090495194,"modularity","organic"
"346",0.335866968335755,"modularity","organic"
"347",0.324420031908431,"modularity","organic"
"348",0.328615393193123,"modularity","organic"
"349",0.322606725018417,"modularity","organic"
"350",0.333064494568268,"modularity","organic"
"351",0.320825696669853,"modularity","organic"
"352",0.331416776130606,"modularity","organic"
"353",0.334888494792827,"modularity","organic"
"354",0.317444775246978,"modularity","organic"
"355",0.328039867777063,"modularity","organic"
"356",0.31056501253316,"modularity","organic"
"357",0.314323897256589,"modularity","organic"
"358",0.309620266839518,"modularity","organic"
"359",0.341477990068176,"modularity","organic"
"360",0.326882210078932,"modularity","organic"
"361",0.326443447761624,"modularity","organic"
"362",0.330894268256647,"modularity","organic"
"363",0.322681274722347,"modularity","organic"
"364",0.322918849053502,"modularity","organic"
"365",0.329524068104975,"modularity","organic"
"366",0.315289559962374,"modularity","organic"
"367",0.323282398730309,"modularity","organic"
"368",0.326404846541105,"modularity","organic"
"369",0.326463610245332,"modularity","organic"
"370",0.338738414169222,"modularity","organic"
"371",0.340473504020636,"modularity","organic"
"372",0.319240373502414,"modularity","organic"
"373",0.338563786012057,"modularity","organic"
"374",0.321702491228496,"modularity","organic"
"375",0.322926654064272,"modularity","organic"
"376",0.324601207924973,"modularity","organic"
"377",0.315471893012442,"modularity","organic"
"378",0.31765565040332,"modularity","organic"
"379",0.330531890940273,"modularity","organic"
"380",0.321983128849734,"modularity","organic"
"381",0.338687579744744,"modularity","organic"
"382",0.339262461889516,"modularity","organic"
"383",0.342795425646202,"modularity","organic"
"384",0.334167273272818,"modularity","organic"
"385",0.346948843308451,"modularity","organic"
"386",0.309083853941406,"modularity","organic"
"387",0.308394941755253,"modularity","organic"
"388",0.320753225450509,"modularity","organic"
"389",0.328678651147959,"modularity","organic"
"390",0.331707484566786,"modularity","organic"
"391",0.34065270817164,"modularity","organic"
"392",0.326676853450862,"modularity","organic"
"393",0.325842962962963,"modularity","organic"
"394",0.327840555989817,"modularity","organic"
"395",0.338500711709346,"modularity","organic"
"396",0.320351697515149,"modularity","organic"
"397",0.31569590461801,"modularity","organic"
"398",0.308447266627091,"modularity","organic"
"399",0.327741096430171,"modularity","organic"
"400",0.327382283404727,"modularity","organic"
"401",0.325553347718497,"modularity","organic"
"402",0.308461459364182,"modularity","organic"
"403",0.327642042492859,"modularity","organic"
"404",0.320400812066795,"modularity","organic"
"405",0.336028285189317,"modularity","organic"
"406",0.32390125548732,"modularity","organic"
"407",0.318520242869729,"modularity","organic"
"408",0.317693744354129,"modularity","organic"
"409",0.326499864473218,"modularity","organic"
"410",0.336790342868449,"modularity","organic"
"411",0.328529007338207,"modularity","organic"
"412",0.32836638101791,"modularity","organic"
"413",0.336433753188775,"modularity","organic"
"414",0.330993051084174,"modularity","organic"
"415",0.341421769312923,"modularity","organic"
"416",0.345279984178669,"modularity","organic"
"417",0.324765694725433,"modularity","organic"
"418",0.319027676324974,"modularity","organic"
"419",0.346947359299432,"modularity","organic"
"420",0.328291108326785,"modularity","organic"
"421",0.33641008979206,"modularity","organic"
"422",0.330488022137567,"modularity","organic"
"423",0.327526302499789,"modularity","organic"
"424",0.34068546520336,"modularity","organic"
"425",0.333095923676187,"modularity","organic"
"426",0.32760419856309,"modularity","organic"
"427",0.327608121041611,"modularity","organic"
"428",0.334395980295147,"modularity","organic"
"429",0.329756303392817,"modularity","organic"
"430",0.323501395336822,"modularity","organic"
"431",0.340565672554096,"modularity","organic"
"432",0.3361697646385,"modularity","organic"
"433",0.340342319069907,"modularity","organic"
"434",0.336496795724903,"modularity","organic"
"435",0.324028811567948,"modularity","organic"
"436",0.316187901701323,"modularity","organic"
"437",0.329745166959578,"modularity","organic"
"438",0.329239050560797,"modularity","organic"
"439",0.344339969929939,"modularity","organic"
"440",0.340926069191771,"modularity","organic"
"441",0.336884832678656,"modularity","organic"
"442",0.331842090877098,"modularity","organic"
"443",0.327376883584101,"modularity","organic"
"444",0.31727416716855,"modularity","organic"
"445",0.333652881048618,"modularity","organic"
"446",0.336352880658436,"modularity","organic"
"447",0.33552734375,"modularity","organic"
"448",0.327879344362192,"modularity","organic"
"449",0.327842942130881,"modularity","organic"
"450",0.335872737064793,"modularity","organic"
"451",0.340540895622747,"modularity","organic"
"452",0.311020663370308,"modularity","organic"
"453",0.337848606578167,"modularity","organic"
"454",0.344018119959699,"modularity","organic"
"455",0.323925203165401,"modularity","organic"
"456",0.324689698855282,"modularity","organic"
"457",0.323902688290367,"modularity","organic"
"458",0.319311266808332,"modularity","organic"
"459",0.355974226443315,"modularity","organic"
"460",0.324891505078486,"modularity","organic"
"461",0.328570230862997,"modularity","organic"
"462",0.336550432044214,"modularity","organic"
"463",0.312927987720726,"modularity","organic"
"464",0.327742169319616,"modularity","organic"
"465",0.341411468745086,"modularity","organic"
"466",0.328046644402598,"modularity","organic"
"467",0.323546537669085,"modularity","organic"
"468",0.321546199171448,"modularity","organic"
"469",0.31771812345679,"modularity","organic"
"470",0.319472095734315,"modularity","organic"
"471",0.308054981885169,"modularity","organic"
"472",0.328516353334238,"modularity","organic"
"473",0.323694679831733,"modularity","organic"
"474",0.331286871256971,"modularity","organic"
"475",0.318934191157715,"modularity","organic"
"476",0.330280854699691,"modularity","organic"
"477",0.333967543884579,"modularity","organic"
"478",0.325145267712277,"modularity","organic"
"479",0.336611069584335,"modularity","organic"
"480",0.327149704665874,"modularity","organic"
"481",0.327851848534013,"modularity","organic"
"482",0.320937013924027,"modularity","organic"
"483",0.335161587049522,"modularity","organic"
"484",0.334896788877507,"modularity","organic"
"485",0.319885952360912,"modularity","organic"
"486",0.328811549021689,"modularity","organic"
"487",0.321963165070637,"modularity","organic"
"488",0.308923071445103,"modularity","organic"
"489",0.327516627566059,"modularity","organic"
"490",0.321382445076882,"modularity","organic"
"491",0.339118296748905,"modularity","organic"
"492",0.335349746407438,"modularity","organic"
"493",0.338843423582415,"modularity","organic"
"494",0.3078976488393,"modularity","organic"
"495",0.330427765431158,"modularity","organic"
"496",0.329258805186067,"modularity","organic"
"497",0.318926850024011,"modularity","organic"
"498",0.329319136955623,"modularity","organic"
"499",0.327429990878922,"modularity","organic"
"500",0.307210715459873,"modularity","organic"
"501",0.313558226845213,"modularity","organic"
"502",0.33279187504709,"modularity","organic"
"503",0.330791111111111,"modularity","organic"
"504",0.324351513675838,"modularity","organic"
"505",0.323936680050461,"modularity","organic"
"506",0.334540226167944,"modularity","organic"
"507",0.332958467298763,"modularity","organic"
"508",0.317869777645154,"modularity","organic"
"509",0.329433661034027,"modularity","organic"
"510",0.341901677936046,"modularity","organic"
"511",0.328345078100654,"modularity","organic"
"512",0.341931236594534,"modularity","organic"
"513",0.324618633498255,"modularity","organic"
"514",0.329788590508656,"modularity","organic"
"515",0.330634840837339,"modularity","organic"
"516",0.331624125167799,"modularity","organic"
"517",0.342987144873614,"modularity","organic"
"518",0.331720237575334,"modularity","organic"
"519",0.330322730889402,"modularity","organic"
"520",0.331454845998646,"modularity","organic"
"521",0.309528048437576,"modularity","organic"
"522",0.321198997572245,"modularity","organic"
"523",0.338059817073738,"modularity","organic"
"524",0.338520428502501,"modularity","organic"
"525",0.324844641975308,"modularity","organic"
"526",0.312982614143629,"modularity","organic"
"527",0.328485577222707,"modularity","organic"
"528",0.330740071159528,"modularity","organic"
"529",0.323041921994836,"modularity","organic"
"530",0.323409215724196,"modularity","organic"
"531",0.315950064143607,"modularity","organic"
"532",0.328505679381485,"modularity","organic"
"533",0.324250914455599,"modularity","organic"
"534",0.313399480561643,"modularity","organic"
"535",0.316887040390322,"modularity","organic"
"536",0.346754871383367,"modularity","organic"
"537",0.322896824573928,"modularity","organic"
"538",0.3290344892092,"modularity","organic"
"539",0.317612522019048,"modularity","organic"
"540",0.311587346376683,"modularity","organic"
"541",0.327903414678329,"modularity","organic"
"542",0.308289704499421,"modularity","organic"
"543",0.337095694003867,"modularity","organic"
"544",0.337536857534312,"modularity","organic"
"545",0.321023947054167,"modularity","organic"
"546",0.322108262457789,"modularity","organic"
"547",0.333255307561956,"modularity","organic"
"548",0.321095846131433,"modularity","organic"
"549",0.321866320492694,"modularity","organic"
"550",0.332461590393337,"modularity","organic"
"551",0.32329132231405,"modularity","organic"
"552",0.322076286812277,"modularity","organic"
"553",0.340730986524491,"modularity","organic"
"554",0.338312566749733,"modularity","organic"
"555",0.331384297520661,"modularity","organic"
"556",0.324892153442929,"modularity","organic"
"557",0.324385497615858,"modularity","organic"
"558",0.327480337393039,"modularity","organic"
"559",0.322620643773423,"modularity","organic"
"560",0.3266472642517,"modularity","organic"
"561",0.319712603878117,"modularity","organic"
"562",0.325047390793089,"modularity","organic"
"563",0.329746429480836,"modularity","organic"
"564",0.323159179962907,"modularity","organic"
"565",0.351988637495468,"modularity","organic"
"566",0.342051183127572,"modularity","organic"
"567",0.337728414480495,"modularity","organic"
"568",0.327065219578955,"modularity","organic"
"569",0.320279639236753,"modularity","organic"
"570",0.343513828412927,"modularity","organic"
"571",0.328690918600606,"modularity","organic"
"572",0.324211465714742,"modularity","organic"
"573",0.344405023500645,"modularity","organic"
"574",0.318194514070016,"modularity","organic"
"575",0.338063991253041,"modularity","organic"
"576",0.330100305612779,"modularity","organic"
"577",0.312493956770312,"modularity","organic"
"578",0.326347900007396,"modularity","organic"
"579",0.330142449399836,"modularity","organic"
"580",0.338243836641462,"modularity","organic"
"581",0.337477273947054,"modularity","organic"
"582",0.319991232127028,"modularity","organic"
"583",0.330153397320008,"modularity","organic"
"584",0.325584678270675,"modularity","organic"
"585",0.317591065760762,"modularity","organic"
"586",0.338873898719458,"modularity","organic"
"587",0.332418717430498,"modularity","organic"
"588",0.326781015988666,"modularity","organic"
"589",0.32601301801798,"modularity","organic"
"590",0.34536421014802,"modularity","organic"
"591",0.316811655002765,"modularity","organic"
"592",0.327754958308914,"modularity","organic"
"593",0.335302521000796,"modularity","organic"
"594",0.327107382015306,"modularity","organic"
"595",0.342738695889706,"modularity","organic"
"596",0.302438946736028,"modularity","organic"
"597",0.328046174813338,"modularity","organic"
"598",0.322913437086928,"modularity","organic"
"599",0.33008171822188,"modularity","organic"
"600",0.333265644691241,"modularity","organic"
"601",0.320438578931816,"modularity","organic"
"602",0.323565640269448,"modularity","organic"
"603",0.321351686636302,"modularity","organic"
"604",0.332479458840521,"modularity","organic"
"605",0.319293915791169,"modularity","organic"
"606",0.329330261706676,"modularity","organic"
"607",0.310815379232485,"modularity","organic"
"608",0.31912407938382,"modularity","organic"
"609",0.330215901145674,"modularity","organic"
"610",0.316846610170203,"modularity","organic"
"611",0.308394958084156,"modularity","organic"
"612",0.326593633175319,"modularity","organic"
"613",0.328656274618289,"modularity","organic"
"614",0.31422648276349,"modularity","organic"
"615",0.343307966528996,"modularity","organic"
"616",0.32429698085785,"modularity","organic"
"617",0.322788002192811,"modularity","organic"
"618",0.337007417447337,"modularity","organic"
"619",0.339924248800606,"modularity","organic"
"620",0.331423804772439,"modularity","organic"
"621",0.333597922246571,"modularity","organic"
"622",0.32503430753884,"modularity","organic"
"623",0.334168823964497,"modularity","organic"
"624",0.335010953804627,"modularity","organic"
"625",0.321447946721111,"modularity","organic"
"626",0.333223122107511,"modularity","organic"
"627",0.341624988259604,"modularity","organic"
"628",0.339812497244352,"modularity","organic"
"629",0.345436688720497,"modularity","organic"
"630",0.339932744219572,"modularity","organic"
"631",0.324267851646661,"modularity","organic"
"632",0.331902066115702,"modularity","organic"
"633",0.324444985378604,"modularity","organic"
"634",0.320582339095853,"modularity","organic"
"635",0.322277185151819,"modularity","organic"
"636",0.331362920646944,"modularity","organic"
"637",0.33929686578381,"modularity","organic"
"638",0.334544275226431,"modularity","organic"
"639",0.34010732050173,"modularity","organic"
"640",0.327381711352681,"modularity","organic"
"641",0.328336388994435,"modularity","organic"
"642",0.329090273144429,"modularity","organic"
"643",0.33365293613183,"modularity","organic"
"644",0.330562117890552,"modularity","organic"
"645",0.325879178724119,"modularity","organic"
"646",0.324183676961042,"modularity","organic"
"647",0.3205936969199,"modularity","organic"
"648",0.330156492458504,"modularity","organic"
"649",0.33826458710236,"modularity","organic"
"650",0.328866762625841,"modularity","organic"
"651",0.337701389353336,"modularity","organic"
"652",0.32846572970397,"modularity","organic"
"653",0.326015169146591,"modularity","organic"
"654",0.331840077028662,"modularity","organic"
"655",0.333519301485207,"modularity","organic"
"656",0.318951944738356,"modularity","organic"
"657",0.335457575269271,"modularity","organic"
"658",0.337766061895232,"modularity","organic"
"659",0.320988108575702,"modularity","organic"
"660",0.325515791360115,"modularity","organic"
"661",0.333981818181818,"modularity","organic"
"662",0.342423729606919,"modularity","organic"
"663",0.340728407908429,"modularity","organic"
"664",0.338746536555594,"modularity","organic"
"665",0.330000409749956,"modularity","organic"
"666",0.324220919261922,"modularity","organic"
"667",0.324066653441777,"modularity","organic"
"668",0.332505371900827,"modularity","organic"
"669",0.330438842975207,"modularity","organic"
"670",0.312223376423515,"modularity","organic"
"671",0.333679624296169,"modularity","organic"
"672",0.333363772240535,"modularity","organic"
"673",0.329323304021977,"modularity","organic"
"674",0.329226216106685,"modularity","organic"
"675",0.32975732489246,"modularity","organic"
"676",0.328654735816898,"modularity","organic"
"677",0.323706273841409,"modularity","organic"
"678",0.314481154210667,"modularity","organic"
"679",0.320747825646122,"modularity","organic"
"680",0.317839041957726,"modularity","organic"
"681",0.335254472466979,"modularity","organic"
"682",0.340732062048625,"modularity","organic"
"683",0.318290152041244,"modularity","organic"
"684",0.330914093319999,"modularity","organic"
"685",0.329535605833518,"modularity","organic"
"686",0.331438840685882,"modularity","organic"
"687",0.330828410956151,"modularity","organic"
"688",0.330174552317664,"modularity","organic"
"689",0.329988854595336,"modularity","organic"
"690",0.342450945989552,"modularity","organic"
"691",0.321186999074586,"modularity","organic"
"692",0.326864707471173,"modularity","organic"
"693",0.328719019113631,"modularity","organic"
"694",0.325326803756999,"modularity","organic"
"695",0.322112847751679,"modularity","organic"
"696",0.33614797187669,"modularity","organic"
"697",0.328562527940188,"modularity","organic"
"698",0.32495128960367,"modularity","organic"
"699",0.337367892392349,"modularity","organic"
